类型,代码,名称,价格,涨跌%,成交量,相对量,RSI,SAR,EMA20,50日均线,信号,AI点评
表格,NSC,Norfolk Southern Corporation,313.0,-0.05,616800,0.53,33.99,空头,321.778,333.314,,
表格,HEI,Heico Corporation,308.53,0.72,615900,1.24,39.36,多头,314.962,339.224,,
表格,CSL,Carlisle Companies Incorporated,326.37,3.9,599800,0.84,44.82,多头,331.725,348.576,,
表格,GL,Globe Life Inc.,167.04,-0.17,594800,1.47,34.86,空头,171.616,176.142,,
表格,VRSN,"VeriSign, Inc.",287.25,-1.59,592600,0.8,45.19,空头,293.587,287.432,,
表格,REGN,"Regeneron Pharmaceuticals, Inc.",788.04,-1.0,592100,0.84,48.06,空头,796.325,776.408,,
表格,PH,Parker-Hannifin Corporation,978.33,0.34,591900,0.96,54.07,多头,963.544,986.676,,
表格,AVY,Avery Dennison Corporation,170.34,0.79,591400,0.49,46.99,多头,171.67,171.814,,
表格,WTW,Willis Towers Watson Public Lim,293.99,0.12,586900,1.17,29.26,空头,313.914,323.532,,
表格,DEO,Diageo plc,87.52,0.79,580600,0.62,46.98,多头,88.008,89.494,,
表格,BNTX,BioNTech SE,98.52,-0.75,580000,0.55,48.58,空头,99.287,97.925,,
表格,SOLV,Solventum Corporation,89.5,1.03,578900,0.64,53.96,多头,88.973,87.154,,
表格,MSI,"Motorola Solutions, Inc.",456.88,0.43,574300,0.62,45.32,空头,462.867,456.277,,
表格,DTM,"DT Midstream, Inc.",122.28,-1.98,573500,0.64,32.47,空头,126.624,131.67,,
表格,JKHY,"Jack Henry & Associates, Inc.",147.79,0.03,573000,0.54,36.19,空头,155.835,157.466,,
表格,LTM,LATAM Airlines Group S.A.,52.45,1.53,573000,0.75,52.2,多头,51.884,52.28,,
表格,ESS,"Essex Property Trust, Inc.",271.61,-0.01,563700,0.96,39.73,多头,275.478,283.071,,
表格,ZBRA,Zebra Technologies Corporation,370.04,1.35,552300,0.97,61.86,多头,355.101,339.711,,
表格,TLN,Talen Energy Corporation,304.42,1.47,550700,0.72,47.68,空头,303.871,324.649,,
表格,GRMN,Garmin Ltd.,294.14,-0.31,549300,0.64,63.08,多头,283.389,282.572,,
表格,EWBC,"East West Bancorp, Inc.",127.23,1.28,545500,0.65,46.51,空头,127.802,130.226,,
表格,SQM,Sociedad Quimica y Minera S.A.,66.89,-0.34,540300,0.53,37.86,空头,71.039,71.602,,
表格,GPC,Genuine Parts Company,129.61,0.27,537900,0.53,45.87,空头,131.171,130.758,,
表格,MPWR,"Monolithic Power Systems, Inc.",1367.43,2.39,536600,0.72,60.44,多头,1273.249,1303.824,,
表格,MELI,"MercadoLibre, Inc.",1752.61,-0.09,535500,0.91,36.12,空头,1845.888,1870.648,,
表格,NOC,Northrop Grumman Corporation,510.52,0.3,535400,0.65,37.89,空头,524.814,539.824,,
表格,DVA,DaVita Inc.,178.47,2.18,519800,0.72,42.51,空头,183.231,195.295,,
表格,WSO,"Watsco, Inc.",317.23,-0.93,514300,1.06,49.78,多头,315.843,323.361,,
表格,BLK,"BlackRock, Inc.",1086.31,1.2,513500,0.88,49.12,多头,1085.344,1104.253,,
表格,CASY,"Caseys General Stores, Inc.",598.46,-0.07,509500,0.68,27.53,空头,652.228,770.63,,
表格,STLD,"Steel Dynamics, Inc.",233.66,-0.65,508800,0.52,45.09,空头,237.498,243.811,,
表格,SITM,SiTime Corporation,662.27,2.96,501700,1.11,58.41,多头,610.986,600.729,,
表格,CNA,CNA Financial Corporation,45.98,-0.28,492000,0.85,28.71,空头,47.892,49.963,,
表格,DCI,"Donaldson Company, Inc.",87.41,0.94,483100,0.69,41.42,多头,88.406,91.717,,
表格,PKG,Packaging Corporation of Americ,237.18,-0.39,481800,0.79,49.83,多头,236.727,241.599,,
表格,RACE,Ferrari N.V.,411.33,-0.12,479000,1.39,50.72,空头,411.648,405.427,,
表格,LII,"Lennox International, Inc.",373.77,1.63,476700,0.97,41.25,空头,377.393,419.634,,
表格,UTHR,United Therapeutics Corporation,475.45,0.69,472400,0.64,34.18,空头,496.277,511.815,,
表格,LAMR,Lamar Advertising Company,143.98,0.19,465600,0.97,34.71,空头,146.754,151.744,,
表格,IEX,IDEX Corporation,230.08,0.69,464200,0.82,56.17,多头,226.481,229.027,,
表格,MSCI,MSCI Inc.,551.36,-0.85,460100,0.87,45.7,多头,556.006,564.466,,
表格,TYL,"Tyler Technologies, Inc.",325.57,-0.39,453300,0.44,40.54,空头,340.606,334.088,,
表格,MCK,McKesson Corporation,866.64,-0.31,452000,0.48,45.02,空头,883.061,872.781,,
表格,STE,STERIS plc (Ireland),208.93,0.08,447100,0.67,35.09,多头,214.815,223.806,,
表格,AZO,"AutoZone, Inc.",2872.16,0.36,438800,1.13,45.2,空头,2899.934,2978.039,,
表格,GSAT,"Globalstar, Inc.",82.88,0.51,437600,0.73,57.74,多头,82.338,81.883,,
表格,WST,"West Pharmaceutical Services, I",370.44,-0.85,434000,0.72,63.27,多头,359.084,350.408,,
表格,CPAY,"Corpay, Inc.",398.11,-0.55,432700,1.01,46.36,空头,402.459,398.95,,
表格,EGP,"EastGroup Properties, Inc.",201.52,-0.48,431800,0.86,50.62,多头,201.067,204.078,,
表格,RGLD,"Royal Gold, Inc.",252.49,0.0,431300,0.63,52.99,多头,251.879,235.883,,
表格,FFIV,"F5, Inc.",443.06,-0.78,428200,0.78,61.3,多头,425.29,407.448,,
表格,COKE,"Coca-Cola Consolidated, Inc.",190.29,0.34,423900,0.74,47.94,空头,192.045,189.757,,
表格,MANH,"Manhattan Associates, Inc.",206.03,-1.72,420400,0.66,49.06,空头,208.747,198.264,,
表格,ASND,Ascendis Pharma A/S,225.6,-2.21,420000,0.48,34.86,空头,244.468,251.325,,
表格,ONTO,Onto Innovation Inc.,287.64,2.83,417400,0.46,54.85,多头,274.024,280.651,,
表格,MOG-A,Moog Inc.,387.8,1.32,416000,1.73,57.38,多头,374.492,391.066,,
表格,ROK,"Rockwell Automation, Inc.",434.15,0.28,413000,0.57,53.88,多头,427.519,439.396,,
表格,CINF,Cincinnati Financial Corporatio,162.54,0.13,409500,0.64,31.29,空头,167.514,172.196,,
表格,KSPI,Joint Stock Company Kaspi.kz - ,95.67,3.1,408300,0.63,44.98,空头,97.698,95.447,,
表格,NTES,"NetEase, Inc.",115.41,-1.83,401500,0.66,41.34,空头,118.525,123.085,,
表格,LECO,"Lincoln Electric Holdings, Inc.",271.7,1.99,398300,0.92,55.39,多头,265.63,269.114,,
表格,GWW,"W.W. Grainger, Inc.",1243.07,-2.84,389900,1.53,36.64,空头,1280.112,1312.432,,
表格,FICO,Fair Isaac Corporation,863.09,0.77,387400,0.91,29.62,空头,972.027,1084.462,,
表格,PAG,"Penske Automotive Group, Inc.",209.62,0.79,383100,1.16,39.5,空头,213.49,214.845,,
表格,FNV,Franco-Nevada Corporation,257.87,-0.78,377500,0.51,50.17,空头,260.32,244.235,,
表格,ONC,BeOne Medicines Ltd.,360.85,0.24,377200,0.98,54.37,多头,357.337,348.765,,
表格,URI,"United Rentals, Inc.",1047.06,2.49,377000,0.86,53.28,多头,1028.453,1065.63,,
表格,STRL,"Sterling Infrastructure, Inc.",512.29,-0.28,376800,0.67,49.92,空头,505.486,539.097,,
表格,IMO,Imperial Oil Limited,122.86,-1.37,369200,0.57,36.11,空头,128.488,129.255,,
表格,JLL,Jones Lang LaSalle Incorporated,321.91,-0.77,367000,1.1,30.69,空头,342.648,353.93,,
表格,AIZ,"Assurant, Inc.",265.0,1.2,366200,0.98,32.95,空头,277.063,280.726,,
表格,BPOP,"Popular, Inc.",160.48,0.56,350600,0.62,37.32,空头,163.762,169.093,,
表格,BMO,Bank Of Montreal,172.3,0.72,345500,0.49,45.78,空头,173.788,176.413,,
表格,AEIS,"Advanced Energy Industries, Inc",279.68,0.59,342600,0.62,50.7,多头,274.862,290.346,,
表格,WWD,"Woodward, Inc.",330.31,1.36,337600,0.45,43.45,多头,332.472,355.371,,
表格,IDXX,"IDEXX Laboratories, Inc.",519.26,1.14,331100,0.65,44.47,多头,523.677,546.741,,
表格,ARW,"Arrow Electronics, Inc.",232.8,2.41,330400,0.61,65.57,多头,218.44,213.486,,
表格,CR,Crane Company,206.83,1.11,325800,0.8,54.74,多头,203.045,210.312,,
表格,SLF,Sun Life Financial Inc.,79.91,0.58,319900,0.52,49.57,空头,80.059,80.26,,
表格,ULTA,"Ulta Beauty, Inc.",545.2,-0.65,313700,0.46,52.35,多头,543.134,528.435,,
表格,CLH,"Clean Harbors, Inc.",313.04,-0.96,310500,0.79,46.55,多头,315.587,314.29,,
表格,NVMI,Nova Ltd.,368.23,0.39,308600,0.49,49.78,多头,363.911,384.52,,
表格,HII,"Huntington Ingalls Industries, ",264.02,-0.74,305700,0.68,26.18,空头,279.609,294.37,,
表格,RGA,"Reinsurance Group of America, I",248.65,1.32,296200,0.94,56.09,空头,246.66,243.705,,
表格,AFG,"American Financial Group, Inc.",138.22,-0.14,288800,0.75,34.24,空头,141.529,142.97,,
表格,TPL,Texas Pacific Land Corporation,341.07,0.83,287800,0.73,40.58,空头,357.579,373.425,,
表格,FMX,Fomento Economico Mexicano S.A.,119.62,1.62,282900,0.79,48.15,空头,120.014,122.014,,
表格,EG,"Everest Group, Ltd.",370.43,-0.41,282200,0.66,46.94,多头,373.256,373.444,,
表格,RNR,RenaissanceRe Holdings Ltd.,325.6,-1.46,280400,0.95,48.68,多头,327.151,324.911,,
表格,RBC,RBC Bearings Incorporated,506.1,0.45,274900,0.87,50.23,多头,500.528,529.189,,
表格,NDSN,Nordson Corporation,325.77,0.78,271700,0.75,63.09,多头,316.583,310.652,,
表格,WCC,"WESCO International, Inc.",367.44,1.69,271300,0.55,59.47,多头,351.293,347.073,,
表格,EME,"EMCOR Group, Inc.",762.21,1.36,265200,0.72,50.73,空头,756.316,770.618,,
表格,ARGX,argenx SE,959.49,-0.28,264400,1.1,44.7,空头,981.223,948.733,,
表格,TDY,Teledyne Technologies Incorpora,614.15,0.35,259500,0.94,47.57,多头,613.693,636.981,,
表格,BIO,"Bio-Rad Laboratories, Inc.",381.0,-1.69,253600,0.94,56.71,多头,377.221,359.056,,
表格,HEI-A,Heico Corporation,232.02,1.12,246600,0.71,42.48,多头,234.2,249.202,,
表格,MEDP,"Medpace Holdings, Inc.",618.88,-0.28,229100,0.98,58.1,多头,608.762,593.571,,
表格,PEN,"Penumbra, Inc.",318.89,-0.26,228100,0.58,44.23,多头,319.921,321.542,,
表格,FIX,"Comfort Systems USA, Inc.",1658.91,0.94,227800,0.68,52.89,多头,1626.848,1664.366,,
表格,TDG,Transdigm Group Incorporated,1116.2,0.99,223000,0.58,41.51,多头,1128.492,1190.254,,
表格,CW,Curtiss-Wright Corporation,539.73,-0.78,222100,0.51,26.88,空头,573.125,643.922,,
表格,TM,Toyota Motor Corporation,190.34,1.94,220900,0.65,47.22,空头,192.24,190.087,,
表格,ENSG,"The Ensign Group, Inc.",175.18,1.1,220700,0.61,50.57,多头,174.82,176.408,,
表格,RS,"Reliance, Inc.",387.28,0.39,218300,0.71,45.26,空头,391.594,399.451,,
表格,CACI,"CACI International, Inc.",618.32,0.24,217600,0.84,50.12,空头,622.259,593.624,,
表格,CIB,Grupo Cibest S.A.,95.15,0.99,213800,0.59,45.85,空头,97.208,93.951,,
表格,BAP,Credicorp Ltd.,386.16,0.82,211300,0.62,54.08,多头,382.127,382.823,,
表格,KRYS,"Krystal Biotech, Inc.",345.82,0.25,200000,0.74,50.59,空头,344.827,343.33,,
表格,SNA,Snap-On Incorporated,369.2,0.41,195800,0.67,31.9,空头,377.086,392.762,,
表格,AIT,Applied Industrial Technologies,333.39,0.41,172500,0.55,54.66,多头,327.659,337.636,,
表格,IESC,"IES Holdings, Inc.",324.13,1.13,164100,0.6,49.0,多头,324.509,333.886,,
表格,WTS,"Watts Water Technologies, Inc.",357.79,0.96,162000,0.78,50.22,空头,356.657,360.108,,
表格,MDGL,"Madrigal Pharmaceuticals, Inc.",516.56,0.65,153400,0.7,44.32,空头,526.221,527.001,,
表格,PAC,Grupo Aeroportuario Del Pacific,215.94,2.14,153200,1.17,60.61,多头,207.734,211.172,,
表格,LFUS,"Littelfuse, Inc.",429.22,1.91,151200,0.79,56.23,多头,416.318,422.817,,
表格,ERIE,Erie Indemnity Company,222.86,1.78,137000,0.45,33.43,空头,240.419,245.161,,
表格,IHG,Intercontinental Hotels Group,158.16,0.32,131700,0.82,53.58,多头,156.419,157.872,,
表格,MTD,"Mettler-Toledo International, I",1511.64,-0.49,129600,0.59,70.14,多头,1412.147,1387.251,,
表格,DDS,"Dillard's, Inc.",664.07,1.88,112300,0.61,61.51,多头,640.34,617.447,,
表格,UI,Ubiquiti Inc.,560.67,-0.43,90200,0.53,46.12,空头,572.146,565.013,,
表格,MKL,Markel Group Inc.,1727.73,-0.43,79000,1.15,28.13,空头,1781.293,1844.328,,
表格,ESLT,Elbit Systems Ltd.,735.0,-0.64,70800,1.03,47.03,空头,737.411,762.557,,
表格,FCNCA,"First Citizens BancShares, Inc.",2090.36,1.63,42100,0.62,43.45,空头,2124.826,2167.308,,
表格,NVR,"NVR, Inc.",6297.6,1.0,24800,0.59,51.39,空头,6258.067,6303.625,,
表格,BRK-A,Berkshire Hathaway Inc.,758506.0,-0.09,143,0.6,48.37,空头,761317.976,759286.54,,
